"","bookingID","avgspeed","avgrest","label"
"13764",1125281431630,0.379483934289692,-0.00212784398843761,"0"
"13765",1125281431631,-0.129096758415455,-0.00184215430994807,"0"
"13766",1125281431632,0.114570651339505,-5.30765079782973e-05,"0"
"13767",1125281431633,0.24047424027763,-0.00397755756287491,"0"
"13768",1125281431634,0.0208001904305326,-0.00018658019065248,"0"
"13769",1125281431635,0.214902313663607,0.000764052979859383,"0"
"13771",1125281431640,0.137247081823594,-0.00106240500312278,"0"
"13772",1125281431641,0.0531597328577311,-0.00244019879943626,"0"
"13773",1125281431643,-0.150620698839102,0.00033423973099367,"0"
"13774",1125281431644,0.0362176052889455,-0.00138888089445284,"0"
"13776",1125281431648,0.0865094887697477,0.000242774307666116,"0"
"13777",1125281431649,0.156161513504379,-0.00322707448063265,"0"
"13778",1125281431651,0.123419180562905,0.000664717108910718,"0"
"13779",1125281431654,0.114270353669764,-0.00276703350470323,"0"
"13781",1125281431656,-0.0897198997996902,-0.00077856329592878,"0"
"13782",1125281431657,-0.0161419970863867,-0.00274092770569366,"0"
"13783",1125281431658,0.225297080110566,-0.0030051986803269,"0"
"13784",1125281431660,0.165288393955726,0.0225107512668466,"0"
"13785",1125281431661,0.0254837729658195,-0.00231909715128475,"0"
"13787",1125281431663,0.0690043262480758,-0.000406316123485194,"0"
"13788",1125281431664,-0.0852360760900462,-0.00122890383783488,"0"
"13789",1125281431665,-0.102025435300566,-0.00130831167602422,"0"
"13790",1125281431666,-0.0233436951353412,-0.00223702878783757,"0"
"13791",1125281431667,0.44573935485659,-6.98450318884832e-05,"0"
"13794",1125281431672,-0.0778449976798978,-0.000514815291410594,"0"
"13795",1125281431673,0.0854630239485668,-0.00012597464805705,"0"
"13796",1125281431675,0.120052422305558,-0.0012205290799403,"0"
"13797",1125281431677,-0.0897944220892132,-0.00146708018044962,"0"
"13798",1125281431679,0.0820557728857663,-0.00249590083990168,"0"
"13800",1125281431681,0.114157214634474,-0.000473792500004261,"0"
"13801",1125281431683,0.118928307254843,-0.000650225335306788,"0"
"13802",1125281431685,-0.0932291968358916,-0.000274777270659849,"0"
"13803",1125281431688,0.0392091078028818,2.60460602940821e-05,"0"
"13804",1125281431690,0.121679708020539,-0.000927757775589532,"0"
"13805",1125281431691,-0.169240569988931,-0.00191906424344791,"0"
